Posting Date,SKU,Quantity,Location Code
12/13/2025,7302987,7,17149S2
12/13/2025,4294906,6,17149S2
12/13/2025,4294872,4,17149S2
12/13/2025,8403198,1,17105S4
12/12/2025,6298665,3,17149S2
12/12/2025,401000737,1,17105S4
12/12/2025,5392188,3,ELOCATION
12/12/2025,1415546,1,ELOCATION
12/12/2025,12430,1,ELOCATION
12/12/2025,1498146,1,ELOCATION
12/12/2025,102000292,3,17105S4
12/12/2025,640002039,3,17105S4
12/12/2025,800100254,5,17149S2
12/12/2025,2331056,2,17105S05
12/12/2025,2331056,2,17105S05
12/12/2025,2331056,2,17105S1
12/11/2025,800100251,1,17105S1
12/11/2025,800100254,3,17105S1
12/11/2025,101000302,2,17105S4
12/11/2025,4022730,3,17149S2
12/11/2025,641000280,50,17149S2
12/11/2025,641000279,100,17149S2
12/11/2025,5490057,4,17149S2
12/11/2025,9004151,4,17149S2
12/10/2025,40175,1,20221S3
12/10/2025,40176,3,20221S3
12/10/2025,42474,2,20221S3
12/10/2025,40174,2,20221S3
12/10/2025,700100039,1,17149S2
12/10/2025,640100463,1,17149S2
12/10/2025,640100324,5,17149S2
12/10/2025,640100131,2,17149S2
12/10/2025,700100040,2,17149S2
12/10/2025,640100422,6,17149S2
12/10/2025,880100046,5,17149S2
12/10/2025,800100254,3,17149S2
12/10/2025,800100251,2,17149S2
12/10/2025,19763,4,17105S4
12/10/2025,102000292,2,17105S4
12/10/2025,101000302,1,17105S4
12/10/2025,101000301,3,17105S4
12/10/2025,1000647,1,17105S4
12/10/2025,10563,4,17105S4
12/10/2025,640000609,1,17105S1
12/10/2025,880000046,1,17105S1
12/10/2025,8398224,4,17105S1
12/10/2025,800100254,2,17105S1
12/10/2025,800000254,2,17105C7
12/10/2025,800000254,2,17105S1
12/10/2025,40175,4,17149S2
12/10/2025,40175,2,17105S1
12/10/2025,880000023,2,17105C7
12/10/2025,800000063,3,17105C7
12/10/2025,800000062,5,17105C7
12/10/2025,640000613,18,17105C7
12/10/2025,640000495,4,17105C7
12/10/2025,640000520,20,17105C7
12/10/2025,640000541,3,17105C7
12/10/2025,640000542,1,17105C7
12/10/2025,6121933,1,ELOCATION
12/10/2025,200000266,1,17105S4
12/10/2025,7599863,1,17105S4
12/10/2025,700000062,1,17105S4
12/10/2025,642005190,2,17105S4
12/9/2025,8398224,1,17105S1
12/9/2025,880000023,2,17105S1
12/9/2025,800000063,3,17105S1
12/9/2025,800000062,5,17105S1
12/9/2025,640000613,18,17105S1
12/9/2025,640000495,4,17105S1
12/9/2025,640000520,20,17105S1
12/9/2025,640000541,3,17105S1
12/9/2025,640000542,1,17105S1
12/9/2025,843000039,3,20221S3
12/9/2025,1368596,3,17105S1
12/9/2025,800100254,1,17105S1
12/9/2025,800000254,1,17105S1
12/9/2025,20999,2,ELOCATION
12/9/2025,5045017,5,20221S3
12/9/2025,340000047,5,20221S3
12/9/2025,89426,2,17105S1
12/9/2025,640100520,20,17149S2
12/9/2025,700100007,2,17149S2
12/9/2025,800100053,1,17149S2
12/9/2025,800100054,3,17149S2
12/9/2025,640100600,1,17149S2
12/9/2025,640100601,4,17149S2
12/9/2025,800100018,20,17149S2
12/9/2025,800100016,20,17149S2
12/9/2025,640100495,4,17149S2
12/9/2025,640100564,7,17149S2
12/9/2025,800100049,1,17149S2
12/9/2025,640100563,11,17149S2
12/9/2025,640100613,18,17149S2
12/9/2025,640100541,2,17149S2
12/9/2025,640100543,1,17149S2
12/9/2025,640100544,1,17149S2
12/9/2025,640100423,20,17149S2
12/9/2025,800100254,5,17149S2
12/9/2025,640100172,1,17149S2
12/9/2025,640100171,2,17149S2
12/9/2025,640100483,20,17149S2
12/9/2025,640100523,20,17149S2
12/9/2025,640100519,20,17149S2
12/9/2025,640100496,20,17149S2
12/9/2025,640100503,19,17149S2
12/9/2025,640100521,20,17149S2
12/9/2025,640100507,28,17149S2
12/9/2025,640100505,10,17149S2
12/9/2025,640100494,10,17149S2
12/9/2025,640100422,6,17149S2
12/9/2025,640100127,4,17149S2
12/9/2025,640100601,1,17149S2
12/9/2025,640100014,3,17149S2
12/9/2025,640100593,2,17149S2
12/9/2025,640100516,20,17149S2
12/9/2025,800100062,1,17149S2
12/9/2025,640100249,10,17149S2
12/9/2025,640100129,5,17149S2
12/9/2025,640100571,10,17149S2
12/9/2025,640100213,1,17149S2
12/9/2025,300100024,20,17149S2
12/9/2025,800100006,5,17149S2
12/9/2025,800100110,1,17149S2
12/9/2025,640100463,2,17149S2
12/9/2025,800100008,1,17149S2
12/9/2025,640100152,2,17149S2
12/9/2025,640100149,3,17149S2
12/9/2025,640100276,1,17149S2
12/9/2025,640100307,8,17149S2
12/9/2025,800100078,1,17149S2
12/9/2025,800100050,1,17149S2
12/9/2025,640100188,1,17149S2
12/9/2025,640100065,1,17149S2
12/9/2025,640100446,3,17149S2
12/9/2025,640100456,6,17149S2
12/9/2025,640100240,5,17149S2
12/9/2025,640100051,7,17149S2
12/9/2025,640100232,4,17149S2
12/9/2025,640100010,2,17149S2
12/9/2025,700100180,4,17105S1
12/9/2025,800100006,7,17105S1
12/9/2025,640100603,10,17105S1
12/9/2025,640100580,6,17105S1
12/9/2025,640100572,10,17105S1
12/9/2025,640100654,2,17105S1
12/9/2025,640100238,1,17105S1
12/9/2025,800100017,20,17105S1
12/9/2025,640100524,20,17105S1
12/9/2025,640100490,20,17105S1
12/9/2025,640100487,20,17105S1
12/9/2025,640100493,20,17105S1
12/9/2025,640100510,17,17105S1
12/9/2025,640100526,20,17105S1
12/9/2025,640100513,20,17105S1
12/9/2025,640100509,20,17105S1
12/9/2025,640100525,20,17105S1
12/9/2025,640100489,20,17105S1
12/9/2025,640100504,23,17105S1
12/9/2025,640100469,22,17105S1
12/9/2025,640100476,20,17105S1
12/9/2025,640100472,20,17105S1
12/9/2025,640100475,20,17105S1
12/9/2025,640100527,20,17105S1
12/9/2025,640100501,20,17105S1
12/9/2025,640100518,20,17105S1
12/9/2025,640100522,20,17105S1
12/9/2025,640100514,20,17105S1
12/9/2025,640100491,20,17105S1
12/9/2025,640100502,20,17105S1
12/9/2025,640100517,20,17105S1
12/9/2025,800100019,20,17105S1
12/9/2025,640100497,20,17105S1
12/9/2025,640100498,20,17105S1
12/9/2025,640100512,20,17105S1
12/9/2025,640100485,20,17105S1
12/9/2025,640100500,20,17105S1
12/9/2025,640100486,20,17105S1
12/9/2025,640100508,20,17105S1
12/9/2025,640100488,20,17105S1
12/9/2025,640100499,20,17105S1
12/8/2025,8408387,1,ELOCATION
12/8/2025,640001137,1,17105S1
12/8/2025,1309590,10,17149S2
12/8/2025,640001863,4,17149S2
12/8/2025,640001868,8,17149S2
12/8/2025,640001852,27,17149S2
12/8/2025,640001849,17,17149S2
12/8/2025,640001871,23,17149S2
12/8/2025,640001864,11,17149S2
12/8/2025,640001850,17,17149S2
12/8/2025,640001872,20,17149S2
12/8/2025,1309715,5,17149S2
12/8/2025,1999816,4,17149S2
12/8/2025,101000319,3,17149S2
12/8/2025,940000407,3,17149S2
12/8/2025,940000619,1,17149S2
12/8/2025,940000618,2,17149S2
12/8/2025,1014356,2,ELOCATION
12/8/2025,8298952,1,ELOCATION
12/8/2025,20999,2,ELOCATION
12/7/2025,2331056,3,17105S05
12/6/2025,18952,1,17105S1
12/6/2025,800000253,1,17105S1
12/6/2025,5929211,3,20221S3
12/5/2025,700100001,1,17149S2
12/5/2025,800100077,1,17149S2
12/5/2025,640100518,20,17149S2
12/5/2025,640100490,20,17149S2
12/5/2025,640100500,20,17149S2
12/5/2025,640100526,20,17149S2
12/5/2025,640100487,20,17149S2
12/5/2025,640100522,20,17149S2
12/5/2025,640100485,20,17149S2
12/5/2025,640100509,20,17149S2
12/5/2025,640100498,20,17149S2
12/5/2025,640100524,20,17149S2
12/5/2025,640100491,20,17149S2
12/5/2025,640100499,20,17149S2
12/5/2025,640100472,20,17149S2
12/5/2025,640100502,20,17149S2
12/5/2025,640100476,20,17149S2
12/5/2025,640100475,20,17149S2
12/5/2025,640100514,20,17149S2
12/5/2025,640100489,20,17149S2
12/5/2025,640100525,20,17149S2
12/5/2025,640100527,20,17149S2
12/5/2025,640100513,20,17149S2
12/5/2025,640100501,20,17149S2
12/5/2025,640100493,20,17149S2
12/5/2025,640100497,20,17149S2
12/5/2025,640100504,22,17149S2
12/5/2025,640100508,20,17149S2
12/5/2025,640100486,20,17149S2
12/5/2025,640100512,20,17149S2
12/5/2025,640100469,20,17149S2
12/5/2025,640100488,20,17149S2
12/5/2025,640100242,1,17149S2
12/5/2025,640100572,10,17149S2
12/5/2025,640100246,1,17149S2
12/5/2025,640100253,2,17149S2
12/5/2025,800100019,20,17149S2
12/5/2025,640100207,5,17149S2
12/5/2025,640100211,1,17149S2
12/5/2025,700100024,1,17149S2
12/5/2025,700100023,1,17149S2
12/5/2025,640100047,1,17149S2
12/5/2025,640100049,2,17149S2
12/5/2025,640100601,7,17105S1
12/5/2025,640100018,6,17105S1
12/5/2025,700100054,2,17105S1
12/5/2025,640100085,1,17105S1
12/5/2025,640100519,20,17105S1
12/5/2025,640100523,20,17105S1
12/5/2025,640100483,20,17105S1
12/5/2025,640100505,10,17105S1
12/5/2025,640100494,11,17105S1
12/5/2025,640100507,28,17105S1
12/5/2025,640100496,20,17105S1
12/5/2025,640100516,20,17105S1
12/5/2025,640100521,20,17105S1
12/5/2025,640100506,22,17105S1
12/5/2025,640100307,6,17105S1
12/5/2025,640100306,5,17105S1
12/5/2025,640100503,20,17105S1
12/5/2025,640100422,6,17105S1
12/5/2025,640100067,15,17105S1
12/5/2025,640100249,12,17105S1
12/5/2025,640100207,7,17105S1
12/5/2025,640100652,1,17105S1
12/5/2025,640100129,4,17105S1
12/5/2025,640100257,6,17105S1
12/5/2025,300100022,2,17105S1
12/5/2025,300100023,11,17105S1
12/5/2025,640100127,4,17105S1
12/5/2025,640000520,20,17149S2
12/5/2025,700000007,2,17149S2
12/5/2025,800000053,1,17149S2
12/5/2025,800000054,3,17149S2
12/5/2025,640000600,1,17149S2
12/5/2025,640000601,4,17149S2
12/5/2025,800000018,20,17149S2
12/5/2025,800000016,20,17149S2
12/5/2025,640000495,2,17149S2
12/5/2025,640000564,7,17149S2
12/5/2025,800000049,1,17149S2
12/5/2025,640000563,11,17149S2
12/5/2025,640000613,18,17149S2
12/5/2025,640000541,2,17149S2
12/5/2025,640000543,1,17149S2
12/5/2025,640000544,2,17149S2
12/5/2025,640000423,20,17149S2
12/5/2025,101000319,2,17149S2
12/5/2025,800000254,1,17149S2
12/5/2025,800000253,2,17149S2
12/5/2025,800000254,5,17149S2
12/5/2025,800100063,3,17105S1
12/5/2025,800100062,5,17105S1
12/5/2025,640100613,18,17105S1
12/5/2025,640100495,4,17105S1
12/5/2025,640100520,20,17105S1
12/5/2025,640100541,3,17105S1
12/5/2025,640100542,1,17105S1
12/5/2025,800100254,1,17149S2
12/5/2025,800100253,2,17149S2
12/5/2025,800100253,1,17105S1
12/5/2025,800100254,5,17105S1
12/5/2025,300100016,1,17105S1
12/5/2025,300100015,1,17105S1
12/5/2025,300000010,1,17105S1
12/5/2025,640100183,1,17149S2
12/5/2025,640100564,7,17149S2
12/5/2025,640100239,1,17149S2
12/5/2025,640100014,1,17149S2
12/5/2025,640100321,1,17149S2
12/5/2025,640100459,5,17149S2
12/5/2025,640100602,1,17149S2
12/5/2025,640100255,5,17149S2
12/5/2025,800100020,5,17149S2
12/5/2025,800100025,20,17149S2
12/5/2025,800100018,4,17149S2
12/5/2025,700100058,4,17149S2
12/5/2025,800100026,14,17149S2
12/5/2025,800100055,1,17149S2
12/5/2025,800100047,1,17149S2
12/5/2025,640100066,1,17149S2
12/5/2025,640100063,1,17149S2
12/5/2025,640100062,1,17149S2
12/5/2025,640100064,1,17149S2
12/5/2025,300100024,5,17149S2
12/5/2025,640100423,11,17149S2
12/5/2025,640100306,2,17149S2
12/5/2025,800100095,3,17149S2
12/5/2025,640100608,3,17149S2
12/5/2025,640100609,5,17149S2
12/5/2025,800100040,1,17149S2
12/5/2025,800100038,1,17149S2
12/5/2025,880100046,5,17149S2
12/5/2025,700100059,37,17149S2
12/5/2025,800100009,23,17149S2
12/5/2025,800100010,27,17149S2
12/5/2025,800100011,21,17149S2
12/5/2025,640100564,13,17105S1
12/5/2025,640100595,10,17105S1
12/5/2025,800100063,4,17105S1
12/5/2025,640100067,5,17105S1
12/5/2025,640100343,1,17105S1
12/5/2025,640100423,11,17105S1
12/5/2025,640100609,5,17105S1
12/5/2025,640100085,1,17105S1
12/5/2025,800100125,1,17105S1
12/5/2025,700100059,38,17105S1
12/5/2025,300100023,5,17105S1
12/5/2025,880100046,5,17105S1
12/5/2025,640100105,1,17149S2
12/5/2025,800100078,2,17149S2
12/5/2025,640100106,5,17149S2
12/5/2025,800100036,1,17149S2
12/5/2025,800100034,1,17149S2
12/5/2025,640100134,5,17149S2
12/5/2025,640100131,5,17149S2
12/5/2025,800100111,1,17149S2
12/5/2025,800100075,1,17149S2
12/5/2025,640100484,20,17149S2
12/5/2025,640100521,20,17149S2
12/5/2025,640100492,20,17149S2
12/5/2025,640100473,20,17149S2
12/5/2025,800100099,1,17149S2
12/5/2025,800100090,2,17149S2
12/5/2025,800100102,2,17149S2
12/5/2025,800100100,1,17149S2
12/5/2025,500000006,3,17149S2
12/5/2025,640100210,1,17149S2
12/5/2025,640100206,7,17149S2
12/5/2025,640100212,1,17149S2
12/5/2025,700100039,6,17149S2
12/5/2025,700100040,5,17149S2
12/5/2025,700100042,2,17149S2
12/5/2025,640100601,2,17149S2
12/5/2025,640100189,1,17149S2
12/5/2025,640100615,1,17149S2
12/5/2025,640100137,5,17149S2
12/5/2025,640100515,20,17105S1
12/5/2025,640100521,20,17105S1
12/5/2025,640100492,20,17105S1
12/5/2025,640100473,20,17105S1
12/5/2025,640100484,20,17105S1
12/5/2025,640100324,2,17105S1
12/5/2025,640100137,5,17105S1
12/5/2025,640100131,5,17105S1
12/5/2025,700100181,4,17105S1
12/5/2025,640100134,5,17105S1
12/5/2025,1514629,1,ELOCATION
12/5/2025,6655294,1,ELOCATION
12/5/2025,6655096,1,ELOCATION
12/5/2025,17000,1,ELOCATION
12/5/2025,8188344,2,ELOCATION
12/5/2025,20999,3,ELOCATION
12/5/2025,201000595,2,17105S4
12/5/2025,201000595,1,17105S4
12/5/2025,200000066,1,17105S4
12/5/2025,200000250,2,17105S4
12/5/2025,201000595,2,17105S4
12/5/2025,201000595,4,17105S4
12/5/2025,201000595,2,17105S4
12/4/2025,1198159,1,ELOCATION
12/4/2025,1014356,3,ELOCATION
12/4/2025,5999510,3,17105S05
12/3/2025,1014356,1,ELOCATION
12/3/2025,1014356,1,17149S2
12/3/2025,2331056,3,17105S05
12/3/2025,1339688,2,ELOCATION
12/3/2025,880000023,6,17105C7
12/2/2025,1367895,2,17149S2
12/2/2025,12810,3,17149S2
12/2/2025,200000749,1,ELOCATION
12/2/2025,5000535,1,ELOCATION
12/2/2025,7031780,21,17149S2
12/2/2025,7031789,21,17149S2
12/2/2025,1001320,2,17105S05
12/2/2025,3999981,7,17105S05
12/2/2025,640000564,13,17105S1
12/2/2025,640000595,10,17105S1
12/2/2025,800000063,4,17105S1
12/2/2025,640000067,5,17105S1
12/2/2025,640000343,1,17105S1
12/2/2025,640000423,11,17105S1
12/2/2025,640000609,5,17105S1
12/2/2025,640000085,1,17105S1
12/2/2025,800000125,1,17105S1
12/2/2025,700000059,38,17105S1
12/2/2025,300000023,5,17105S1
12/2/2025,880000046,5,17105S1
12/2/2025,43796,3,17105S1
12/2/2025,12810,3,17105S1
12/2/2025,800000254,5,17105S1
12/2/2025,300000016,1,17105S1
12/2/2025,300000015,1,17105S1
12/2/2025,300000010,1,17105S1
12/2/2025,300000015,1,17105C7
12/2/2025,640001865,3,17149S2
12/2/2025,640001494,4,20221S3
12/2/2025,12810,2,17105S05
12/2/2025,12810,2,17149S2
12/2/2025,12810,2,17105S1
12/2/2025,4372207,2,ELOCATION
12/1/2025,141000200,3,17149S2
12/1/2025,143000000,5,17149S2
12/1/2025,141000193,4,17149S2
12/1/2025,640000239,1,17149S2
12/1/2025,640000014,1,17149S2
12/1/2025,640000321,1,17149S2
12/1/2025,640000459,5,17149S2
12/1/2025,640000602,1,17149S2
12/1/2025,640000255,5,17149S2
12/1/2025,800000020,5,17149S2
12/1/2025,800000025,20,17149S2
12/1/2025,800000018,4,17149S2
12/1/2025,700000058,4,17149S2
12/1/2025,800000026,14,17149S2
12/1/2025,800000055,1,17149S2
12/1/2025,800000047,1,17149S2
12/1/2025,640000066,1,17149S2
12/1/2025,640000063,1,17149S2
12/1/2025,640000062,1,17149S2
12/1/2025,640000064,1,17149S2
12/1/2025,300000024,5,17149S2
12/1/2025,640000423,11,17149S2
12/1/2025,640000306,2,17149S2
12/1/2025,800000095,3,17149S2
12/1/2025,640000608,3,17149S2
12/1/2025,640000609,5,17149S2
12/1/2025,800000040,1,17149S2
12/1/2025,800000038,1,17149S2
12/1/2025,880000046,5,17149S2
12/1/2025,700000059,37,17149S2
12/1/2025,800000009,23,17149S2
12/1/2025,800000010,27,17149S2
12/1/2025,800000011,21,17149S2
12/1/2025,640000183,1,17149S2
12/1/2025,640000564,7,17149S2
12/1/2025,800000254,1,17149S2
12/1/2025,800000253,1,17149S2
12/1/2025,561000300,8,17105S4
12/1/2025,561000333,2,17105S4
12/1/2025,561000328,2,17105S4
12/1/2025,561000310,1,17105S4
12/1/2025,561000305,2,17105S4
12/1/2025,561000330,9,17105S4
12/1/2025,561000312,7,17105S4
12/1/2025,561000311,3,17105S4
12/1/2025,561000313,4,17105S4
12/1/2025,561000319,3,17105S4
12/1/2025,561000306,3,17105S4
12/1/2025,561000325,4,17105S4
12/1/2025,561000314,1,17105S4
12/1/2025,561000327,13,17105S4
12/1/2025,561000334,5,17105S4
12/1/2025,561000335,9,17105S4
12/1/2025,561000315,9,17105S4
12/1/2025,561000316,8,17105S4
12/1/2025,561000318,9,17105S4
12/1/2025,561000317,9,17105S4
12/1/2025,561000309,5,17105S4
12/1/2025,561000307,8,17105S4
12/1/2025,561000303,1,17105S4
12/1/2025,561000302,4,17105S4
12/1/2025,561000301,3,17105S4
12/1/2025,561000324,5,17105S4
12/1/2025,640000321,1,17105C7
12/1/2025,640000255,5,17105C7
11/29/2025,700000175,1,17105S05
11/29/2025,800000124,3,17105S05
11/29/2025,640000604,1,17105S05
11/29/2025,640000239,1,17105S05
11/29/2025,561000129,1,17105S4
11/29/2025,200000758,3,17105S4
11/29/2025,640000321,1,17105S1
11/29/2025,640000106,4,17105S1
11/29/2025,640000105,2,17105S1
11/29/2025,700000175,1,17105S1
11/29/2025,700000174,3,17105S1
11/29/2025,640001136,1,17105S1
11/29/2025,640001064,4,17105S1
11/29/2025,640000276,1,17105S1
11/29/2025,800000111,1,17105S1
11/29/2025,800000096,10,17105S1
11/29/2025,800000095,6,17105S1
11/29/2025,640000298,1,17105S1
11/29/2025,640000343,1,17105S1
11/29/2025,640001065,1,17105S1
11/29/2025,640000213,3,17105S1
11/29/2025,640000235,3,17105S1
11/29/2025,640000519,5,17105S1
11/29/2025,640000518,10,17105S1
11/29/2025,640000514,10,17105S1
11/29/2025,640000513,10,17105S1
11/29/2025,640000525,10,17105S1
11/29/2025,640000523,10,17105S1
11/29/2025,640000515,10,17105S1
11/29/2025,640000512,12,17105S1
11/29/2025,640000527,10,17105S1
11/29/2025,640000247,1,17105S1
11/29/2025,640000141,2,17105S1
11/29/2025,640000105,3,17105S1
11/29/2025,700000171,1,17105S1
11/29/2025,640000654,3,17105S1
11/29/2025,640000238,5,17105S1
11/29/2025,640000242,2,17105S1
11/29/2025,640000061,3,17105S1
11/29/2025,640000210,3,17105S1
11/29/2025,640000516,10,17105S1
11/29/2025,640000600,2,17105S1
11/29/2025,800000113,2,17105S1
11/29/2025,800000112,1,17105S1
11/29/2025,800000111,1,17105S1
11/29/2025,640000018,3,17105S1
11/29/2025,640000517,10,17105S1
11/29/2025,640000604,1,17105S1
11/29/2025,640000246,2,17105S1
11/29/2025,640000064,6,17105S1
11/29/2025,640000062,3,17105S1
11/29/2025,700000180,1,17105S1
11/29/2025,640000240,2,17105S1
11/29/2025,640000239,1,17105S1
11/29/2025,800000051,1,17105S1
11/29/2025,640000166,3,17105S1
11/29/2025,640001065,10,17105S1
11/29/2025,700000170,2,17105S1
11/29/2025,640000065,6,17105S1
11/29/2025,640001063,3,17105S1
11/29/2025,940000306,3,17105S1
11/29/2025,700000178,1,17105S1
11/29/2025,640000252,3,17105S1
11/29/2025,700000179,2,17105S1
11/29/2025,640001064,3,17105S1
11/29/2025,800000090,2,17105S1
11/29/2025,640000462,6,17105S1
11/29/2025,700000058,9,17105S1
11/29/2025,640000494,8,17105S1
11/29/2025,400000002,1,17105S1
11/29/2025,800000124,3,17105S1
11/29/2025,640000212,2,17105S1
11/29/2025,640000106,4,17105S1
11/29/2025,700000059,15,17105S1
11/29/2025,640001066,3,17105S1
11/29/2025,940000090,3,17105S1
11/29/2025,640000027,1,17105S1
11/29/2025,640000298,9,17105S1
11/29/2025,640000152,1,17105S1
11/29/2025,640000108,3,17105S1
11/29/2025,800000110,3,17105S1
11/29/2025,800000077,1,17105S1
11/29/2025,800000050,3,17105S1
11/29/2025,640000621,1,17105S1
11/29/2025,800000053,2,17105S1
11/29/2025,640000463,4,17105S1
11/29/2025,640000012,4,17105S1
11/29/2025,700000030,1,17105S1
11/29/2025,640000172,3,17105S1
11/29/2025,800000060,12,17105S1
11/29/2025,800000054,1,17105S1
11/28/2025,100000014,1,17149S2
11/28/2025,901000075,4,17149S2
11/28/2025,640000105,1,17149S2
11/28/2025,800000078,2,17149S2
11/28/2025,640000106,5,17149S2
11/28/2025,800000036,1,17149S2
11/28/2025,800000034,1,17149S2
11/28/2025,640000134,5,17149S2
11/28/2025,640000131,5,17149S2
11/28/2025,800000111,1,17149S2
11/28/2025,800000075,1,17149S2
11/28/2025,640000484,20,17149S2
11/28/2025,640000521,20,17149S2
11/28/2025,640000492,20,17149S2
11/28/2025,640000473,20,17149S2
11/28/2025,800000099,1,17149S2
11/28/2025,800000090,2,17149S2
11/28/2025,800000102,2,17149S2
11/28/2025,800000100,1,17149S2
11/28/2025,500000006,3,17149S2
11/28/2025,640000210,1,17149S2
11/28/2025,640000206,7,17149S2
11/28/2025,640000212,1,17149S2
11/28/2025,700000039,6,17149S2
11/28/2025,700000040,5,17149S2
11/28/2025,700000042,2,17149S2
11/28/2025,640000601,2,17149S2
11/28/2025,640000189,1,17149S2
11/28/2025,640000615,1,17149S2
11/28/2025,640000137,5,17149S2
11/28/2025,640000515,20,17105S1
11/28/2025,640000521,20,17105S1
11/28/2025,640000492,20,17105S1
