sku,date,total_sold_qty
Product 524,4/8/2026,1
Product 525,4/8/2026,1
Product 526,4/8/2026,1
Product 527,4/8/2026,1
Product 72,4/8/2026,1
Product 528,4/8/2026,1
Product 529,4/8/2026,1
Product 530,4/8/2026,1
Product 531,4/8/2026,1
Product 532,4/8/2026,1
Product 533,4/8/2026,1
Product 534,4/8/2026,1
Product 265,4/8/2026,1
Product 535,4/8/2026,2
Product 536,4/8/2026,1
Product 61,4/8/2026,1
Product 537,4/8/2026,1
Product 55,4/8/2026,1
Product 538,4/8/2026,1
Product 539,4/8/2026,1
Product 540,4/8/2026,1
Product 541,4/8/2026,1
Product 542,4/8/2026,1
Product 543,4/8/2026,1
Product 544,4/8/2026,1
Product 545,4/8/2026,1
Product 55,4/8/2026,1
Product 546,4/8/2026,1
Product 547,4/8/2026,2
Product 548,4/8/2026,1
Product 549,4/8/2026,1
Product 550,4/8/2026,1
Product 286,4/7/2026,2
Product 551,4/7/2026,1
Product 552,4/7/2026,1
Product 19,4/7/2026,1
Product 24,4/7/2026,1
Product 297,4/7/2026,1
Product 553,4/7/2026,5
Product 554,4/7/2026,1
Product 555,4/7/2026,2
Product 556,4/7/2026,1
Product 168,4/7/2026,1
Product 61,4/7/2026,1
Product 332,4/7/2026,1
Product 557,4/7/2026,1
Product 93,4/7/2026,1
Product 558,4/7/2026,1
Product 559,4/7/2026,1
Product 560,4/7/2026,2
Product 547,4/7/2026,1
Product 561,4/7/2026,1
Product 562,4/7/2026,1
Product 563,4/7/2026,2
Product 48,4/7/2026,1
Product 35,4/7/2026,2
Product 379,4/7/2026,1
Product 564,4/7/2026,1
Product 565,4/7/2026,1
Product 566,4/7/2026,1
Product 567,4/7/2026,1
Product 568,4/7/2026,1
Product 569,4/7/2026,1
Product 570,4/7/2026,1
Product 571,4/7/2026,1
Product 572,4/7/2026,1
Product 573,4/7/2026,1
Product 574,4/7/2026,1
Product 575,4/7/2026,1
Product 281,4/7/2026,1
Product 56,4/7/2026,-4
Product 576,4/7/2026,1
Product 577,4/7/2026,1
Product 578,4/7/2026,1
Product 579,4/7/2026,1
Product 580,4/7/2026,1
Product 581,4/7/2026,1
Product 582,4/7/2026,1
Product 583,4/7/2026,1
Product 64,4/7/2026,1
Product 584,4/7/2026,1
Product 585,4/7/2026,1
Product 375,4/7/2026,1
Product 328,4/7/2026,1
Product 344,4/7/2026,2
Product 586,4/7/2026,1
Product 93,4/7/2026,1
Product 75,4/7/2026,1
Product 587,4/7/2026,2
Product 331,4/7/2026,1
Product 78,4/7/2026,1
Product 168,4/7/2026,1
Product 588,4/7/2026,1
Product 589,4/7/2026,1
Product 590,4/7/2026,1
Product 591,4/7/2026,1
Product 592,4/7/2026,1
Product 593,4/7/2026,1
Product 594,4/7/2026,1
Product 595,4/7/2026,1
Product 596,4/7/2026,1
Product 597,4/7/2026,1
Product 598,4/7/2026,1
Product 599,4/7/2026,1
Product 600,4/7/2026,1
Product 601,4/7/2026,1
Product 483,4/7/2026,1
Product 602,4/7/2026,1
Product 303,4/7/2026,4
Product 603,4/7/2026,1
Product 604,4/7/2026,1
Product 605,4/7/2026,2
Product 606,4/7/2026,1
Product 607,4/7/2026,1
Product 608,4/7/2026,2
Product 609,4/7/2026,1
Product 86,4/7/2026,1
Product 313,4/7/2026,2
Product 610,4/7/2026,2
Product 611,4/7/2026,1
Product 612,4/7/2026,1
Product 613,4/7/2026,2
Product 614,4/7/2026,1
Product 615,4/7/2026,1
Product 616,4/7/2026,1
Product 617,4/7/2026,1
Product 618,4/7/2026,1
Product 619,4/7/2026,1
Product 620,4/7/2026,1
Product 621,4/7/2026,1
Product 622,4/7/2026,1
Product 623,4/7/2026,1
Product 624,4/7/2026,1
Product 625,4/7/2026,4
Product 36,4/7/2026,1
Product 626,4/7/2026,1
Product 627,4/7/2026,1
Product 628,4/7/2026,1
Product 629,4/7/2026,3
Product 630,4/7/2026,1
Product 173,4/7/2026,1
Product 631,4/7/2026,1
Product 632,4/7/2026,2
Product 633,4/7/2026,2
Product 634,4/7/2026,2
Product 35,4/7/2026,1
Product 157,4/7/2026,1
Product 635,4/7/2026,1
Product 636,4/7/2026,1
Product 637,4/7/2026,3
Product 638,4/7/2026,1
Product 639,4/7/2026,1
Product 640,4/7/2026,1
Product 641,4/7/2026,1
Product 642,4/7/2026,1
Product 643,4/7/2026,2
Product 644,4/7/2026,2
Product 645,4/7/2026,1
Product 646,4/7/2026,1
Product 647,4/7/2026,1
Product 648,4/7/2026,1
Product 649,4/7/2026,1
Product 650,4/7/2026,1
Product 96,4/7/2026,1
Product 119,4/7/2026,1
Product 651,4/7/2026,1
Product 652,4/7/2026,1
Product 149,4/7/2026,2
Product 653,4/7/2026,1
Product 375,4/7/2026,1
Product 637,4/7/2026,1
Product 654,4/7/2026,1
Product 655,4/7/2026,1
Product 656,4/7/2026,1
Product 657,4/7/2026,1
Product 658,4/7/2026,1
Product 659,4/7/2026,1
Product 660,4/7/2026,1
Product 661,4/7/2026,1
Product 662,4/7/2026,1
Product 663,4/7/2026,1
Product 664,4/7/2026,1
Product 665,4/7/2026,1
Product 666,4/7/2026,1
Product 667,4/7/2026,1
Product 668,4/7/2026,1
Product 669,4/7/2026,2
Product 157,4/7/2026,1
Product 670,4/7/2026,1
Product 671,4/7/2026,1
Product 672,4/7/2026,1
Product 35,4/7/2026,1
Product 673,4/7/2026,1
Product 86,4/7/2026,3
Product 674,4/7/2026,1
Product 675,4/7/2026,1
Product 676,4/7/2026,2
Product 677,4/7/2026,1
Product 678,4/7/2026,1
Product 165,4/7/2026,1
Product 679,4/7/2026,1
Product 61,4/7/2026,1
Product 8,4/7/2026,4
Product 93,4/7/2026,1
Product 680,4/7/2026,1
Product 681,4/7/2026,8
Product 682,4/7/2026,1
Product 683,4/7/2026,2
Product 684,4/7/2026,1
Product 685,4/7/2026,1
Product 686,4/7/2026,1
Product 546,4/7/2026,1
Product 687,4/7/2026,1
Product 687,4/7/2026,1
Product 688,4/7/2026,1
Product 689,4/7/2026,1
Product 690,4/7/2026,1
Product 691,4/7/2026,1
Product 379,4/7/2026,1
Product 692,4/7/2026,1
Product 693,4/7/2026,1
Product 694,4/7/2026,1
Product 695,4/7/2026,1
Product 696,4/7/2026,1
Product 697,4/7/2026,1
Product 183,4/7/2026,1
Product 86,4/7/2026,1
Product 698,4/7/2026,1
Product 699,4/7/2026,1
Product 49,4/7/2026,1
Product 700,4/7/2026,2
Product 701,4/7/2026,1
Product 702,4/7/2026,1
Product 203,4/7/2026,1
Product 703,4/7/2026,1
Product 704,4/7/2026,1
Product 705,4/7/2026,1
Product 706,4/7/2026,1
Product 707,4/7/2026,2
Product 708,4/7/2026,1
Product 709,4/7/2026,1
Product 710,4/7/2026,1
Product 711,4/7/2026,1
Product 712,4/7/2026,4
Product 713,4/7/2026,2
Product 714,4/7/2026,1
Product 168,4/7/2026,1
Product 715,4/7/2026,5
Product 716,4/7/2026,1
Product 717,4/7/2026,1
Product 718,4/7/2026,1
Product 504,4/7/2026,1
Product 719,4/7/2026,1
Product 720,4/7/2026,2
Product 507,4/7/2026,1
Product 721,4/7/2026,1
Product 722,4/7/2026,1
Product 723,4/7/2026,1
Product 724,4/7/2026,1
Product 725,4/7/2026,1
Product 726,4/7/2026,1
Product 727,4/7/2026,1
Product 621,4/7/2026,1
Product 728,4/7/2026,1
Product 259,4/7/2026,1
Product 159,4/7/2026,1
Product 729,4/7/2026,1
Product 730,4/7/2026,1
Product 731,4/7/2026,1
Product 732,4/7/2026,1
Product 733,4/7/2026,1
Product 734,4/7/2026,1
Product 735,4/7/2026,1
Product 736,4/7/2026,3
Product 737,4/7/2026,1
Product 738,4/7/2026,1
Product 739,4/7/2026,1
Product 740,4/7/2026,1
Product 342,4/7/2026,1
Product 741,4/7/2026,1
Product 742,4/7/2026,1
Product 699,4/7/2026,1
Product 660,4/7/2026,1
Product 743,4/7/2026,1
Product 744,4/7/2026,1
Product 745,4/7/2026,1
Product 110,4/7/2026,1
Product 746,4/7/2026,1
Product 747,4/7/2026,1
Product 542,4/7/2026,1
Product 748,4/7/2026,1
Product 749,4/7/2026,1
Product 750,4/7/2026,1
Product 751,4/6/2026,2
Product 752,4/6/2026,1
Product 569,4/6/2026,2
Product 327,4/6/2026,1
Product 93,4/6/2026,3
Product 157,4/6/2026,1
Product 519,4/6/2026,2
Product 290,4/6/2026,1
Product 1,4/6/2026,1
Product 1,4/6/2026,1
Product 753,4/6/2026,1
Product 754,4/6/2026,2
Product 755,4/6/2026,1
Product 471,4/6/2026,2
Product 756,4/6/2026,1
Product 2,4/6/2026,1
Product 2,4/6/2026,1
Product 293,4/6/2026,2
Product 35,4/6/2026,3
Product 757,4/6/2026,1
Product 18,4/6/2026,1
Product 19,4/6/2026,1
Product 758,4/6/2026,2
Product 24,4/6/2026,10
Product 759,4/6/2026,2
Product 297,4/6/2026,1
Product 300,4/6/2026,1
Product 301,4/6/2026,2
Product 555,4/6/2026,1
Product 327,4/6/2026,1
Product 760,4/6/2026,1
Product 35,4/6/2026,2
Product 325,4/6/2026,1
Product 761,4/6/2026,1
Product 762,4/6/2026,1
Product 507,4/6/2026,1
Product 763,4/6/2026,1
Product 63,4/6/2026,1
Product 764,4/6/2026,1
Product 765,4/6/2026,2
Product 78,4/6/2026,1
Product 605,4/6/2026,4
Product 766,4/6/2026,4
Product 767,4/6/2026,2
Product 768,4/6/2026,1
Product 162,4/6/2026,1
Product 769,4/6/2026,1
Product 13,4/6/2026,1
Product 770,4/6/2026,1
Product 771,4/6/2026,8
Product 157,4/6/2026,2
Product 333,4/6/2026,1
Product 772,4/6/2026,1
Product 773,4/6/2026,1
Product 774,4/6/2026,1
Product 775,4/6/2026,2
Product 776,4/6/2026,1
Product 777,4/6/2026,1
Product 267,4/6/2026,1
Product 778,4/6/2026,1
Product 779,4/6/2026,1
Product 780,4/6/2026,4
Product 781,4/6/2026,1
Product 782,4/6/2026,1
Product 783,4/6/2026,120
Product 784,4/6/2026,80
Product 785,4/6/2026,28
Product 786,4/6/2026,15
Product 787,4/6/2026,24
Product 788,4/6/2026,24
Product 789,4/6/2026,120
Product 790,4/6/2026,16
Product 791,4/6/2026,80
Product 792,4/6/2026,25
Product 793,4/6/2026,2
Product 794,4/6/2026,1
Product 795,4/6/2026,2
Product 796,4/6/2026,1
Product 797,4/6/2026,1
Product 296,4/6/2026,1
Product 798,4/6/2026,1
Product 799,4/6/2026,3
Product 388,4/6/2026,2
Product 800,4/6/2026,2
Product 801,4/6/2026,1
Product 802,4/6/2026,1
Product 803,4/6/2026,1
Product 93,4/6/2026,1
Product 804,4/6/2026,1
Product 805,4/6/2026,1
Product 657,4/6/2026,1
Product 806,4/6/2026,1
Product 807,4/6/2026,2
Product 808,4/6/2026,1
Product 809,4/6/2026,2
Product 810,4/6/2026,1
Product 222,4/6/2026,2
Product 811,4/6/2026,1
Product 812,4/6/2026,2
Product 813,4/6/2026,4
Product 209,4/6/2026,1
Product 814,4/6/2026,1
Product 815,4/6/2026,1
Product 816,4/6/2026,1
Product 817,4/6/2026,2
Product 818,4/6/2026,2
Product 819,4/6/2026,2
Product 820,4/6/2026,2
Product 821,4/6/2026,1
Product 822,4/6/2026,1
Product 675,4/6/2026,1
Product 823,4/6/2026,1
Product 35,4/6/2026,2
Product 28,4/6/2026,1
Product 824,4/6/2026,1
Product 825,4/6/2026,1
Product 826,4/6/2026,1
Product 86,4/6/2026,1
Product 827,4/6/2026,1
